tiempo,magnitud
212.97497699999803,-4.75
213.75498799999332,-4.962
213.98554399999557,-4.989
216.79136599999765,-4.974
218.77376199999708,-4.958
219.77133099999628,-4.916
219.87259300000005,-5.023
220.78139999999985,-5.03
220.9368519999989,-4.828
221.75531200000114,-4.947
221.86136599999736,-4.915
222.912430999997,-4.87
224.751943999996,-5.0760000000000005
224.8548609999998,-4.988
225.76764999999432,-4.779
225.909756999994,-4.823
226.91530099999363,-4.7780000000000005
227.7476039999965,-4.987
229.85760399999708,-4.854
231.9866320000001,-4.873
235.74933999999485,-4.968999999999999
235.886642999998,-4.7780000000000005
236.73185199999716,-4.881
237.7350929999957,-4.927
237.9163999999946,-5.046
238.73302099999273,-4.8389999999999995
240.83207199999742,-4.869
240.96445599999424,-4.79
241.80393499999627,-4.944
241.9529859999966,-4.871
243.72701399999642,-4.9510000000000005
243.8739579999965,-4.888
244.78903899999568,-4.93
245.7290970000031,-4.827
245.88429399999586,-4.938
249.72577499999898,-4.6419999999999995
249.77421299999696,-4.914
250.7188429999951,-4.721
250.86232599999494,-4.787
251.71089100000245,-4.795
251.9706709999955,-4.883
252.7649420000016,-4.853
252.90980300000228,-4.784
253.7550459999984,-4.872
254.9648259999958,-4.9510000000000005
256.8212149999963,-4.976
258.8322679999983,-4.301
259.73844899999676,-4.732
259.8771530000013,-4.231
260.80302099999244,-4.724
261.7811109999966,-4.803
262.7876619999952,-4.66
263.90589100000216,-4.848
264.8027430000002,-4.828
265.8039809999973,-4.711
268.8531249999942,-4.756
269.7461459999977,-4.75
270.7491089999967,-4.727
271.74818299999606,-4.757
272.7492129999955,-4.763
272.8563309999954,-4.74
273.7514470000024,-4.7780000000000005
273.8787499999962,-4.757
274.7492129999955,-4.753
274.85089100000187,-4.641
275.7384610000008,-4.797
275.8398030000026,-4.612
275.8459030000013,-4.7410000000000005
276.7360189999963,-4.563
276.8435759999993,-4.887
277.7513189999954,-4.68
279.7477660000004,-4.678
280.90251200000057,-4.696000000000001
282.82850699999835,-4.762
283.76583299999766,-4.627
283.8988429999954,-4.717
284.75035899999784,-4.629
285.8009139999922,-4.942
287.8112039999978,-4.489
288.7569680000015,-4.623
290.7410999999993,-4.651
291.8972680000006,-4.272
293.74955999999656,-4.553999999999999
294.72568299999693,-4.265
296.7321759999977,-4.65
298.75241899999673,-4.57
299.73249999999825,-4.646
300.73153899999306,-4.7330000000000005
301.7268519999925,-4.631
302.7275579999987,-4.686
303.7360189999963,-4.694
306.77032399999734,-4.681
308.85451399999874,-4.709
309.7896299999993,-4.583
310.7342009999993,-4.5969999999999995
311.1858559999964,-4.815
311.7154629999932,-4.637
316.72142399999575,-4.717
317.1442009999955,-4.547
318.14461799999845,-4.78
319.12842599999567,-5.207999999999999
319.7254859999957,-4.388
320.12938700000086,-4.654
321.1473149999947,-4.184
321.71606499999325,-4.833
322.1298839999945,-2.8939999999999997
322.7148379999999,-4.747
328.1305899999934,-4.921
328.71439799999644,-4.746
329.1265859999985,-4.942
329.7229399999924,-4.691
330.7201619999978,-4.102
331.75260400000116,-4.792
332.72133100000065,-4.5169999999999995
337.7134259999948,-2.3080000000000003
338.13034699999844,-4.779
338.75555599999643,-4.526
339.10341399999743,-4.791
339.71769700000004,-4.61
340.12471099999675,-4.754
340.1380089999948,-4.73
340.71636600000056,-4.416
341.11111099999835,-4.5360000000000005
341.7670720000024,-4.373
342.0885649999982,-4.886
344.2014930000005,-4.9830000000000005
345.7156019999966,-5.078
345.72727999999915,-4.637
346.12724499999604,-4.651
348.1074649999937,-4.354
348.7128470000025,-4.648
352.7224540000025,-4.685
355.11015000000043,-4.699
356.0706369999971,-4.647
356.71968699999707,-4.623
357.03854200000205,-4.712
358.02872699999716,-4.849
358.1844789999959,-4.898
359.1243519999989,-4.863
360.0178470000028,-4.6530000000000005
360.178899999999,-4.725
361.01135400000203,-4.793
362.02276600000187,-4.768
363.03292800000054,-4.757
363.1226850000021,-4.816
365.00644699999975,-4.57
366.0148959999933,-4.73
371.0289579999953,-4.82
371.1929170000003,-4.843
371.97855300000083,-4.734
373.01293999999325,-4.45
376.04042800000025,-4.824
377.9762619999965,-3.6
379.9970600000015,-5.021
380.1913540000023,-4.783
380.99567099999695,-4.927
384.984375,-4.698
385.18619200000103,-4.971
385.9635530000014,-4.901
386.1893629999977,-4.883
386.9815860000017,-4.7410000000000005
387.18705999999656,-4.611000000000001
388.01304399999935,-4.873
389.12634299999627,-4.245
391.1156600000031,-5.426
391.95446799999627,-5.069
392.17355300000054,-4.611000000000001
392.9413659999991,-4.775
393.1801160000032,-4.606
393.95038199999544,-4.8660000000000005
394.9405439999973,-4.906000000000001
395.1822449999963,-4.769
395.9570370000001,-4.5
397.0477660000033,-5.007
397.17150499999843,-4.324
397.9374189999944,-4.916
398.9224419999955,-4.7989999999999995
399.92431699999725,-4.768
400.9099189999979,-4.623
402.1301739999981,-4.601
409.9038999999975,-4.83
409.93483799999376,-4.237
428.89106499999616,-4.914
429.89755799999693,-5.0569999999999995
430.9534949999943,-4.967
431.8711459999977,-4.824
432.13739599999826,-4.823
432.8838659999965,-4.909
433.1314119999952,-4.95
433.87964099999954,-5.0569999999999995
434.1341319999992,-4.91
434.8387040000016,-5.043
435.05905099999654,-4.851
436.0429399999921,-4.925
436.86389999999665,-5.216
441.05343699999503,-5.071000000000001
441.83863399999245,-5.0680000000000005
442.13342599999305,-4.927
442.91929399999935,-4.863
443.93483799999376,-4.812
444.12917800000287,-4.968999999999999
444.8944790000023,-4.748
445.1217129999932,-4.8919999999999995
445.93438700000115,-4.768
446.8975349999964,-5.178999999999999
447.1345829999991,-4.888
448.92885399999795,-4.869
449.81186299999536,-4.81
450.12225699999544,-4.877
453.0805209999962,-4.8260000000000005
453.9694329999984,-4.9830000000000005
456.0604749999984,-4.833
457.0179050000006,-4.944
458.8668749999997,-4.996
459.7939239999978,-4.998
460.1106249999939,-4.927
461.99107599999843,-4.999
462.8046639999957,-4.683
463.8839699999953,-4.846
464.11723399999755,-4.726
465.88864599999215,-4.757
467.09167799999705,-5.006
467.77954899999895,-5.019
468.0521529999969,-4.961
478.88263899999583,-4.835
479.04711799999495,-4.875
479.7372220000034,-4.77
483.8137149999966,-4.952
485.7765619999991,-4.93
487.82560199999716,-4.91
488.0356709999978,-4.687
488.83759299999656,-4.996
489.03118099999847,-4.867
489.79313700000057,-4.686
490.0320720000018,-4.84
490.76514999999927,-5.002
491.7910879999981,-4.947
493.7928239999965,-4.978
494.03371499999776,-4.8839999999999995
494.9251499999955,-5.063
495.0465389999954,-4.857
548.0367819999956,-4.9430000000000005
548.7793289999972,-5.042
550.9019679999983,-4.456
550.9320489999955,-4.7989999999999995
550.9469790000003,-4.97
551.788542000002,-5.118
552.0731129999986,-4.9830000000000005
552.809779999996,-5.064
553.0527889999939,-4.934
554.0624069999976,-4.937
554.7642819999965,-5.1
555.0595829999947,-5.195
556.0203120000006,-5.233
556.7662959999943,-5.024
557.8521059999985,-4.967
559.0664929999984,-4.7989999999999995
560.9994209999932,-5.059
562.788818999994,-5.031000000000001
564.9016669999983,-5.005
566.0321869999971,-4.941
566.7792360000021,-4.9910000000000005
567.078680999999,-5.013
569.043101999996,-4.968
572.8857290000014,-4.978
574.7554170000003,-5.069
575.759941999997,-5.096
576.0619099999967,-4.981
576.7795369999949,-5.156000000000001
580.9237619999985,-5.08
581.8503469999996,-5.132999999999999
582.955068999996,-5.053
584.9734139999928,-5.035
585.8879979999983,-5.077
587.9830319999965,-4.211
588.6349310000005,-5.0889999999999995
589.7533679999979,-5.099
590.7693169999984,-5.167000000000001
591.7528589999929,-5.157
592.7455319999935,-5.118
593.7512959999949,-5.081
599.7342939999944,-4.934
600.744362999998,-5.041
601.880462999994,-5.059
602.7390969999979,-5.0889999999999995
604.7422919999954,-5.058
605.0033800000019,-5.037
605.8604859999978,-5.135
608.7405440000002,-5.0489999999999995
609.742545999994,-5.0889999999999995
610.8244559999948,-5.027
611.9616319999986,-4.973
612.8114930000011,-5.1770000000000005
613.9786459999959,-5.1739999999999995
614.8493059999964,-5.2170000000000005
617.9513889999944,-4.95
620.9052660000016,-5.081
622.8623959999968,-5.0280000000000005
623.9301619999969,-5.13
624.8234139999986,-4.965
625.8502660000013,-5.1339999999999995
625.866909999997,-5.122000000000001
626.8384030000016,-5.056
627.8316550000018,-5.138
627.8449769999934,-5.1370000000000005
628.8756480000011,-4.996
631.8104749999984,-4.996
632.9555899999978,-5.104
633.8134139999966,-5.095
634.7757869999987,-5.113
636.8086689999982,-5.0889999999999995
637.8228359999994,-5.111000000000001
638.7970720000012,-5.121
639.7965160000022,-5.175
639.8511459999936,-5.096
640.7969559999983,-5.031000000000001
640.8102309999958,-5.032
641.8071759999948,-5.152
643.8503239999991,-4.845
645.9074189999956,-4.672
646.9134949999934,-4.937
647.8106479999988,-4.978
648.8608800000002,-4.896
649.8797679999989,-5.109
653.7904049999997,-5.067
654.8036689999935,-5.05
655.7368060000008,-5.078
657.8489239999981,-4.921
659.8222689999966,-4.9830000000000005
660.7263079999975,-4.936
661.7927549999949,-4.981
662.7845719999968,-5.12
663.8180319999956,-4.9430000000000005
664.1800230000008,-5.048
664.8038430000015,-4.986000000000001
665.1709139999948,-4.802
665.7674879999977,-4.988
668.1608329999945,-5.085
668.811480999997,-5.051
669.7783100000015,-5.655
670.1554049999977,-5.171
671.1630319999967,-5.095
672.769131999994,-4.788
673.157557999999,-4.782
676.7606129999986,-4.0
677.1846989999976,-4.702
681.8135299999994,-4.985
685.7651389999955,-4.968999999999999
688.1256129999965,-5.119
688.7599769999943,-4.996
689.1203239999959,-5.185
689.7555439999996,-4.96
690.1648259999929,-4.95
690.7470829999947,-4.846
692.7576970000009,-4.856
694.0856829999975,-4.9910000000000005
694.7446060000002,-5.351
695.0969100000002,-4.999
695.1067360000015,-4.793
695.717939999995,-4.861000000000001
695.756180999997,-4.731
697.1035069999998,-5.58
698.1825349999999,-4.955
699.1129169999986,-4.89
701.7675929999969,-4.77
702.140625,-5.052
702.7301389999993,-5.0089999999999995
703.7376040000017,-4.832
706.7445249999946,-4.931
707.1731019999934,-4.978
708.0936459999939,-4.907
708.7146869999997,-5.008
709.1657290000003,-4.845
709.7202780000007,-4.8260000000000005
710.7210759999944,-5.0280000000000005
711.1323379999958,-4.915
711.7328699999925,-4.923
712.188761999998,-4.819
712.7217819999933,-4.692
713.7227549999952,-4.843
714.1756249999962,-5.319
714.7311919999993,-4.976
715.1357639999987,-4.777
716.1418519999934,-4.974
716.7252309999967,-5.1
717.1226160000006,-5.044
718.7326850000027,-4.977
722.028542,-5.104
723.026920999997,-4.9910000000000005
723.1873609999966,-5.002
723.7218290000019,-4.914
724.7142479999966,-4.382
725.704178,-4.813
726.7100689999934,-4.9910000000000005
727.164582999998,-4.961
728.1432179999974,-5.013
728.7016899999944,-4.848
729.1953939999948,-4.946000000000001
729.9857059999995,-4.946000000000001
730.9973839999948,-5.027
731.1927660000001,-4.92
732.0339810000005,-5.176
732.1733559999993,-5.165
733.038274999999,-4.4910000000000005
733.1747449999966,-5.025
734.1209489999965,-4.907
735.070832999998,-5.26
736.0059369999944,-4.937
736.1826040000014,-4.996
737.0525459999917,-5.332000000000001
737.1922449999984,-5.375
738.0631599999979,-4.963
739.0943629999965,-5.046
742.9881939999977,-5.165
743.1742479999957,-4.993
744.0252429999964,-5.1080000000000005
744.1813309999998,-5.002
745.062788999996,-5.018
745.1783559999967,-4.944
746.0309259999995,-4.981
746.1806019999931,-4.992
747.995173999996,-4.915
748.1824309999938,-4.735
749.0018749999945,-4.998
749.015324,-4.9639999999999995
749.177893,-4.973
749.9926500000001,-5.176
750.9934609999982,-4.4510000000000005
751.0293059999967,-4.995
751.1786339999962,-5.818
753.9726269999956,-4.878
754.1633910000019,-4.897
754.985508999991,-5.061
755.162685000003,-5.058
755.9942009999941,-5.051
756.1578939999963,-5.033
756.9503009999971,-5.117
757.166781999993,-4.944
758.1095249999998,-4.944
761.9804049999948,-4.859
762.1735999999946,-4.938
762.9858099999983,-4.72
763.1642009999996,-4.971
763.9838079999972,-5.04
765.0203699999984,-4.944
765.1767589999945,-5.332000000000001
765.9502199999988,-4.9430000000000005
766.0237379999962,-5.046
766.9582410000003,-4.962
767.1425810000001,-5.01
767.9806829999943,-5.087
768.1644559999986,-4.813
768.9497679999986,-5.004
771.9863889999979,-4.984
772.1649309999993,-5.019
772.9794560000009,-5.038
773.159513999999,-5.015
774.0476269999926,-4.965
774.1518979999964,-5.03
775.0112850000005,-4.948
775.1467589999957,-5.0169999999999995
776.0150229999999,-4.988
778.0885999999955,-5.026
778.9710999999952,-4.999
780.9883679999984,-4.976
781.1529979999978,-5.06
781.9773029999997,-5.035
782.1504050000003,-5.0169999999999995
782.9809139999925,-4.987
783.1331019999925,-4.895
783.8573259999976,-4.823
784.1407059999983,-4.802
784.981955999996,-4.751
785.1392129999949,-4.868
786.0083799999993,-4.931
786.1418169999961,-4.887
786.9621409999963,-5.181
787.1412849999979,-4.831
787.9680209999933,-4.789
788.1445719999974,-5.0360000000000005
788.9651850000009,-5.096
790.1405559999985,-4.898
790.9681829999972,-5.787000000000001
791.1415280000001,-6.1610000000000005
792.9924879999962,-4.798
793.1405209999939,-4.978
793.9473259999941,-4.9030000000000005
794.1403699999937,-5.031000000000001
794.9455559999988,-5.031000000000001
795.1424999999945,-4.88
795.9443059999976,-5.3229999999999995
796.1391549999971,-4.808
796.9783220000027,-5.053
797.1390859999956,-4.9830000000000005
798.0887040000016,-5.029
798.9769679999954,-4.981
799.9765160000024,-5.056
801.142476999994,-5.175
801.9584839999952,-4.955
802.136133999993,-4.919
803.9654399999927,-4.957
805.0173609999983,-4.878
806.0187729999961,-5.042
806.1284369999994,-4.887
806.9409839999935,-4.926
807.1271179999967,-4.962
809.8867939999982,-5.003
810.8762040000001,-4.979
811.1145139999935,-4.898
811.9465619999974,-4.912
812.130369999999,-4.485
812.9173499999961,-4.739
814.9736459999986,-4.936
815.9219099999973,-4.933
816.1294100000014,-4.909
816.9561689999973,-4.902
817.1188659999971,-4.914
818.0658679999979,-4.891
818.8657289999974,-4.581
821.8465859999997,-4.897
824.0556599999982,-4.925
824.856968,-4.898
825.1125459999967,-5.0
825.853274999994,-5.013
826.1094209999937,-4.879
827.9762039999987,-4.965
829.9165619999985,-4.916
830.8824999999997,-4.9430000000000005
836.959305999997,-4.84
841.0007990000013,-4.933
842.0400459999946,-4.907
843.0307749999993,-4.989
844.0540739999997,-4.825
846.8293749999939,-3.8360000000000003
847.0340389999983,-4.893
847.7892589999974,-5.186
848.7664349999977,-4.808
849.8785879999996,-5.005
850.004270999998,-4.87
851.0134139999936,-4.897
852.8295599999983,-5.07
858.0256709999958,-4.838
858.0437039999961,-4.987
863.8185069999963,-5.226
864.8306709999961,-4.973
865.8946059999944,-5.0089999999999995
866.8219559999998,-4.961
867.8665970000002,-4.992
871.869617999997,-5.004
873.8851739999955,-5.001
876.0011109999978,-4.9510000000000005
876.8323729999975,-4.739
878.8451619999978,-5.0569999999999995
879.9152549999999,-4.97
880.8401159999994,-4.895
881.8620829999927,-5.12
881.9040389999936,-5.125
891.7989809999999,-5.004
893.9523959999933,-5.0280000000000005
899.825705999996,-5.011
903.8034139999945,-5.0280000000000005
905.9976389999938,-4.936
906.8522339999981,-4.99
909.0314699999944,-5.015
914.0432519999958,-4.776
917.9195139999938,-4.863
921.9633329999924,-4.842
923.9229629999973,-4.849
924.8541089999926,-4.872
926.0307749999993,-4.865
927.8323149999924,-4.963
928.9568629999994,-4.878
928.961295999994,-4.857
930.8428359999962,-4.794
931.9489239999966,-4.896
933.0017709999956,-4.819
935.8847689999966,-4.9110000000000005
937.0582059999942,-4.869
938.8721989999976,-4.861000000000001
941.0004169999957,-4.797
943.909501999995,-4.777
960.8174769999969,-4.829
962.9958909999987,-4.861000000000001
964.8916319999989,-4.801
966.7973500000007,-4.697
967.9951619999993,-4.815
971.7962619999962,-5.126
973.8102199999994,-4.88
975.7826159999968,-4.987
976.8745949999939,-4.849
977.8163540000023,-4.928
978.9593869999953,-4.89
980.7777309999947,-4.931
982.7910300000003,-4.975
984.7875930000009,-4.918
985.8535999999949,-4.988
985.8899189999938,-4.952
986.8509369999956,-5.013
995.8373499999943,-4.718
1000.8129049999989,-4.922
1002.8509720000002,-4.999
1004.9046529999978,-5.024
1007.8151269999944,-4.959
1009.8589240000001,-4.533
1011.8466899999912,-5.027
1018.8507869999958,-5.118
1027.8740279999984,-4.5969999999999995
1032.8162959999972,-4.886
1034.809792,-5.018
1038.7743980000014,-5.013
1040.7829280000005,-5.164
1042.731528000004,-5.112
1044.8258219999989,-4.863
1048.7906249999942,-5.03
1050.7589699999953,-5.086
1051.7214239999957,-5.165
1055.7601389999982,-5.072
1056.7235530000034,-5.558
1056.733773,-4.533
1060.1941430000006,-5.2
1061.7378589999935,-5.074
1063.7262730000002,-5.073
1065.7164699999994,-4.907
1066.7292129999987,-5.183
1067.7237149999928,-5.162000000000001
1071.7095489999992,-5.101
1078.1902079999927,-5.1370000000000005
1078.7233449999985,-5.235
1082.1644099999976,-5.154
1084.156237999996,-5.107
1089.1680089999936,-5.518
1093.1843169999993,-5.0969999999999995
1094.1329629999964,-5.122000000000001
1103.9937379999974,-5.2170000000000005
1106.0825809999951,-4.995
1108.151619999997,-5.178999999999999
1109.9911569999967,-5.126
1112.1057989999972,-5.126
1113.0936569999976,-5.1739999999999995
1114.1086339999965,-4.805
1114.9795599999998,-5.121
1116.0063769999979,-5.029
1117.1445719999974,-5.122999999999999
1117.987881999994,-5.27
1119.0605670000004,-5.185
1120.0534719999996,-5.211
1121.0756829999955,-5.225
1122.0586569999941,-5.224
1123.1450809999951,-5.015
1125.0948149999967,-5.037
1125.952013999995,-5.1370000000000005
1127.9721759999957,-5.26
1129.0522569999957,-5.08
1129.9689809999982,-5.187
1131.0567129999981,-5.042
1132.1442589999933,-5.093999999999999
1133.9221059999982,-5.239
1135.173947000003,-5.178
1137.9355089999954,-5.0969999999999995
1141.9810530000032,-4.887
1143.0337379999983,-5.122999999999999
1143.9287269999986,-5.157
1145.894733999994,-5.245
1146.8915970000016,-4.962
1148.1613429999998,-5.14
1148.9051039999977,-5.022
1151.1078009999983,-5.181
1156.9327550000016,-5.13
1158.867661999997,-5.064
1162.9191780000037,-5.146
1163.8783219999968,-4.841
1170.9070829999982,-5.056
1171.1137499999968,-5.107
1172.083402999997,-5.1
1172.9415049999952,-5.129
1173.998274999998,-5.063
1175.021851999998,-5.2170000000000005
1179.9565389999989,-5.024
1181.936898,-5.023
1182.9229980000018,-5.155
1184.0049999999974,-5.069
1189.8901499999993,-4.896
1195.9541439999957,-5.051
1198.9820249999975,-5.06
1205.826261999995,-5.11
1207.8643519999969,-5.204
1209.8277660000022,-5.098
1214.9023729999972,-5.055
1215.0200229999973,-5.072
1221.8872679999986,-5.003
1222.8726039999965,-4.937
1223.947742999997,-5.037
1224.9271059999955,-5.03
1230.8299069999994,-5.042
1233.8521639999963,-4.94
1234.8640159999995,-4.9719999999999995
1237.8626499999955,-4.72
1239.8331129999933,-4.928999999999999
1242.866307999997,-4.976
1247.802638999994,-4.938
1248.8649649999934,-4.765
1250.833402999997,-4.8660000000000005
1253.9039809999958,-4.919
1255.0381939999934,-4.705
1260.007985999997,-4.885
1263.0027889999983,-4.71
1264.8488309999957,-4.855
1265.8427549999979,-4.848
1267.8750230000005,-4.9430000000000005
1267.9203469999993,-4.7330000000000005
1270.035173999997,-4.745
1271.8687040000004,-4.724
1275.981353999996,-4.694
1281.846411999999,-4.729
1283.8520599999974,-4.757
1284.8785879999996,-4.725
1285.8855790000016,-4.731
1299.8305669999972,-4.838
1302.0403699999952,-4.891
1302.8623839999927,-4.801
1303.8662959999929,-4.685
1304.8748500000002,-4.784
1307.8366899999965,-4.873
1308.7720369999952,-4.87
1310.7635299999965,-4.902
1311.8231709999964,-4.763999999999999
1314.9198259999976,-4.7989999999999995
1317.7898609999975,-4.805
1319.8587849999967,-4.784
1321.8145949999962,-4.752
1327.7971410000027,-4.861000000000001
1330.0210759999973,-5.038
1331.8594329999978,-4.846
1333.7680089999922,-4.877
1335.8366319999986,-4.6339999999999995
1336.9779629999975,-4.8919999999999995
1337.842383999996,-4.843999999999999
1339.9692009999999,-5.046
1339.9901160000009,-4.7780000000000005
1344.9448959999936,-4.685
1348.8218629999974,-4.268
1349.9046529999978,-4.7669999999999995
1350.8015969999979,-5.17
1354.7674419999967,-4.865
1355.8112959999926,-4.953
1357.8346639999945,-4.715
1361.793055999995,-4.849
1364.7624769999966,-5.294
1364.7886339999968,-4.824
1368.7673730000024,-4.848
1369.8716429999986,-4.834
1372.8228589999926,-4.912
1373.8811920000007,-4.47
1374.912777999998,-4.242
1376.7926969999971,-4.852
1377.8034609999959,-4.852
1378.777535000001,-4.748
1382.7716899999941,-4.79
1386.8411229999983,-4.757
1388.754479000003,-4.817
1392.7676159999974,-4.665
1394.7222919999986,-4.86
1395.7590619999974,-4.836
1396.8118399999948,-4.841
1399.814559999999,-4.8260000000000005
1400.758031999998,-4.888999999999999
1403.7257059999974,-4.872
1404.8247799999954,-4.869
1406.8005209999974,-4.831
1408.7243059999964,-4.883
1410.7349069999982,-4.901
1412.7217939999973,-4.863
1414.7653939999946,-5.103
1416.136805999995,-4.668
1417.783159999999,-4.462
1419.725022999999,-4.76
1421.7171759999983,-4.691
1423.7305439999982,-4.78
1430.720300999994,-4.657
1431.7144100000005,-4.8260000000000005
1434.747835999995,-4.48
1440.1294439999983,-4.449
1442.7162379999936,-4.481
1443.7250350000031,-4.77
1448.106203999996,-4.652
1448.1963189999951,-4.856
1453.1092009999993,-4.697
1453.1534489999976,-3.6069999999999998
1455.0539470000003,-4.77
1473.1098379999967,-4.537
1474.0940740000005,-4.663
1477.0084609999976,-4.374
1478.1634369999956,-4.625
1479.016816999996,-4.888
1480.166956000001,-4.607
1481.062616000003,-4.638999999999999
1482.1726389999967,-4.7330000000000005
1483.996978999996,-4.779
1485.0759029999972,-4.548
1487.1188769999935,-4.603
1488.074410000001,-4.71
1492.0449069999959,-4.768
1496.1358679999976,-4.689
1497.1732409999968,-4.85
1498.9738429999998,-4.261
1504.0993170000002,-4.8260000000000005
1506.1055439999982,-4.763999999999999
1509.9906369999953,-4.834
1510.0253359999988,-2.895
1512.0311230000007,-4.729
1517.9931129999968,-4.833
1518.0334030000013,-4.587
1523.0756019999972,-4.8469999999999995
1524.8815969999996,-5.132999999999999
1525.996226999996,-4.723
1526.9624419999964,-4.735
1528.9216549999983,-4.957
1529.857649999998,-4.781000000000001
1535.9315739999947,-4.809
1536.9586110000018,-4.876
1540.849663999994,-4.71
1541.1099069999982,-4.83
1542.9515389999942,-4.676
1544.8907639999961,-4.5089999999999995
1545.9115509999974,-4.776
1546.894988,-4.627
1547.8781129999988,-4.67
1550.8958100000018,-4.598
1552.8756129999965,-4.441
1553.1173839999974,-4.582
1553.9044100000028,-4.7410000000000005
1555.921875,-4.809
1556.8766669999968,-4.606
1560.908309999999,-4.585
1561.9587269999975,-4.792
1561.9631480000025,-4.816
1565.807222000003,-4.471
1571.0508679999984,-4.592
1571.8924999999945,-4.681
1573.0031479999961,-4.588
1573.9494790000026,-4.632
1575.9607410000026,-4.684
1577.9473030000008,-4.678999999999999
1581.8145139999979,-4.534
1582.813854,-4.575
1583.0472449999943,-4.575
1583.847013999999,-4.625
1585.8186459999924,-4.482
1586.8953239999973,-4.625
1587.896968000001,-4.672
1593.003055999994,-4.519
1594.0227309999973,-4.503
1595.8095019999964,-4.593999999999999
1595.8653359999953,-4.493
1596.861689999998,-4.44
1598.9736110000013,-4.59
1600.8199999999997,-4.46
1602.0130209999916,-4.6419999999999995
1602.858623,-4.555
